report id,entity type,entity value,matched ioc id,feed confidence,feed first seen,feed tactic,analytical relevance
TRN00331,domain,node-331-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00331,hash,f1148ea72784846b8ee2,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00331,threat_actor,Copper Dune,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00335,ipv4,198.51.100.116,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00335,domain,node-335-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00338,ipv4,198.51.100.119,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00338,domain,node-338-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00338,hash,7577f275738e0db39de1,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00338,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00342,ipv4,198.51.100.123,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00342,domain,node-342-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00342,hash,7c8fbe74c6eaffaa54d9,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00342,threat_actor,Kalahari Jackal,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00344,ipv4,198.51.100.125,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00344,domain,node-344-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00344,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00345,ipv4,198.51.100.126,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00345,domain,node-345-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00348,ipv4,198.51.100.129,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00348,domain,node-348-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00351,ipv4,198.51.100.132,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00351,domain,node-351-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00354,ipv4,198.51.100.135,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00354,domain,node-354-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00356,ipv4,198.51.100.137,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00356,domain,node-356-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00356,hash,442dbb0b618898e51484,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00356,threat_actor,Kalahari Jackal,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00361,ipv4,198.51.100.142,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00361,domain,node-361-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00361,hash,c859326dd7af5d64dbd9,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00361,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00363,ipv4,198.51.100.144,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00363,domain,node-363-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00363,hash,3d6e3d1852a3a28d9c62,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00363,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00365,ipv4,198.51.100.146,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00365,domain,node-365-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00367,ipv4,198.51.100.148,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00367,domain,node-367-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00367,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00371,ipv4,198.51.100.152,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00371,domain,node-371-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00371,hash,1578ef5961e6e5737756,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00374,ipv4,198.51.100.155,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00374,domain,node-374-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00383,ipv4,198.51.100.164,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00383,domain,node-383-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00383,hash,cc1f6b8adf17ff974b73,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00386,ipv4,198.51.100.167,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00386,domain,node-386-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00386,hash,e4630d0b13ce7d1d2e1f,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00386,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00387,ipv4,198.51.100.168,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00387,domain,node-387-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00387,hash,4e89abbfb8b4cfbc9898,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00387,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00392,ipv4,198.51.100.173,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00392,domain,node-392-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00393,ipv4,198.51.100.174,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00393,domain,node-393-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00395,ipv4,198.51.100.176,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00395,domain,node-395-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00397,ipv4,198.51.100.178,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00397,domain,node-397-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00397,hash,d4190042ccc90ee42873,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00397,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00399,ipv4,198.51.100.180,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00399,domain,node-399-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00399,hash,4bea93015d5d9b3167b3,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00399,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00403,ipv4,198.51.100.184,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00403,domain,node-403-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00403,hash,bfe7e992bdc19cdbcb10,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00403,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00405,ipv4,198.51.100.186,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00405,domain,node-405-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00405,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00406,ipv4,198.51.100.187,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00406,domain,node-406-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00407,ipv4,198.51.100.188,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00407,domain,node-407-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00408,ipv4,198.51.100.189,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00408,domain,node-408-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00408,hash,e2d3e1de38de19cd3c6b,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00408,threat_actor,Kalahari Jackal,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00411,ipv4,198.51.100.192,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00411,domain,node-411-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00415,ipv4,198.51.100.196,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00415,domain,node-415-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00415,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00416,ipv4,198.51.100.197,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00416,domain,node-416-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00416,hash,c8ac2709ff9343dac952,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00416,threat_actor,Copper Dune,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00420,ipv4,198.51.100.201,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00420,domain,node-420-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00421,ipv4,198.51.100.202,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00421,domain,node-421-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00421,hash,668ea0aa49f46e7d42ed,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00421,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00425,ipv4,198.51.100.206,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00425,domain,node-425-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00430,ipv4,198.51.100.211,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00430,domain,node-430-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00443,ipv4,198.51.100.4,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00443,domain,node-443-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00443,hash,6fa6f01ee59ad1679ab7,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00443,threat_actor,Kalahari Jackal,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00449,ipv4,198.51.100.10,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00449,domain,node-449-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00453,ipv4,198.51.100.14,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00453,domain,node-453-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00453,hash,4300d822c013040aa5ee,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00456,ipv4,198.51.100.17,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00456,domain,node-456-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00456,hash,6eec5afb32bcdffd1bc1,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00456,threat_actor,Copper Dune,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00457,ipv4,198.51.100.18,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00457,domain,node-457-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00458,ipv4,198.51.100.19,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00458,domain,node-458-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00458,hash,e2f94a5395f0f3f91cf4,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00458,threat_actor,Kalahari Jackal,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00460,ipv4,198.51.100.21,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00460,domain,node-460-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00463,ipv4,198.51.100.24,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00463,domain,node-463-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00468,ipv4,198.51.100.29,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00468,domain,node-468-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00468,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00469,ipv4,198.51.100.30,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00469,domain,node-469-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00469,hash,7762e4ad6e568a0432bd,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00469,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00474,ipv4,198.51.100.35,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00474,domain,node-474-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00475,ipv4,198.51.100.36,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00475,domain,node-475-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00475,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00476,ipv4,198.51.100.37,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00476,domain,node-476-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00476,hash,c93874c1439050bfce2c,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00481,ipv4,198.51.100.42,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00481,domain,node-481-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00483,ipv4,198.51.100.44,IOC9003,High,16/10/2026,Command and Control,High - matched external IOC (high confidence)
TRN00483,domain,node-483-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00483,hash,08106a7acfdf22023415,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00483,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00489,ipv4,198.51.100.50,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00489,domain,node-489-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00494,ipv4,198.51.100.55,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00494,domain,node-494-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00495,ipv4,198.51.100.56,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00495,domain,node-495-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00495,hash,3b30842527c500e1387a,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00495,threat_actor,Kalahari Jackal,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00498,ipv4,198.51.100.59,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00498,domain,node-498-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00503,ipv4,198.51.100.64,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00503,domain,node-503-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00507,ipv4,198.51.100.68,,,,,"Unconfirmed - internal-only entity, no external IOC match"
